period,activityDetails,values
2020-03-19T11:00:09Z,"{'referenceId': 2659723068, 'directorActivityHash': 2659723068, 'instanceId': '5915046580', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 43.0, 'displayValue': '43'}}, 'completed': {'statId': 'completed', 'basic': {'value': 1.0, 'displayValue': 'Yes'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 7.0, 'displayValue': '7'}}, 'kills': {'statId': 'kills', 'basic': {'value': 245.0, 'displayValue': '245'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 288.0, 'displayValue': '288'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 41.142857142857146, 'displayValue': '41.14'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 35.0, 'displayValue': '35.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 38.07142857142857, 'displayValue': '38.07'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 2766.0, 'displayValue': '46m 6s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 0.0, 'displayValue': 'Objective Completed'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -7.418653798191789e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 4.0, 'displayValue': '0m 4s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 2762.0, 'displayValue': '46m 2s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 6.0, 'displayValue': '6'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-03-18T04:35:53Z,"{'referenceId': 3333172150, 'directorActivityHash': 3333172150, 'instanceId': '5905436009', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 0}","{'assists': {'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'kills': {'statId': 'kills', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 60.0, 'displayValue': '1m 0s'}}, 'team': {'statId': 'team', 'basic': {'value': -1.0, 'displayValue': '-'}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 0.0, 'displayValue': ''}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 0.0, 'displayValue': '0m 0s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 53.0, 'displayValue': '0m 53s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-03-14T14:09:12Z,"{'referenceId': 548750096, 'directorActivityHash': 548750096, 'instanceId': '5877375941', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 29.0, 'displayValue': '29'}}, 'completed': {'statId': 'completed', 'basic': {'value': 1.0, 'displayValue': 'Yes'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 8.0, 'displayValue': '8'}}, 'kills': {'statId': 'kills', 'basic': {'value': 111.0, 'displayValue': '111'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 140.0, 'displayValue': '140'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 17.5, 'displayValue': '17.50'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 13.875, 'displayValue': '13.88'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 15.6875, 'displayValue': '15.69'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 3962.0, 'displayValue': '1h 6m'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 0.0, 'displayValue': 'Objective Completed'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 5.892746422703688e+17, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 2.0, 'displayValue': '0m 2s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 3960.0, 'displayValue': '1h 6m'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 8.0, 'displayValue': '8'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-03-14T12:34:48Z,"{'referenceId': 2122313384, 'directorActivityHash': 2122313384, 'instanceId': '5876914806', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 80.0, 'displayValue': '80'}}, 'completed': {'statId': 'completed', 'basic': {'value': 1.0, 'displayValue': 'Yes'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 19.0, 'displayValue': '19'}}, 'kills': {'statId': 'kills', 'basic': {'value': 341.0, 'displayValue': '341'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 421.0, 'displayValue': '421'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 22.157894736842106, 'displayValue': '22.16'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 17.94736842105263, 'displayValue': '17.95'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 20.05263157894737, 'displayValue': '20.05'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 5366.0, 'displayValue': '1h 29m'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 0.0, 'displayValue': 'Objective Completed'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 5.892746422703688e+17, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 3.0, 'displayValue': '0m 3s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 5363.0, 'displayValue': '1h 29m'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 6.0, 'displayValue': '6'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-03-14T10:02:39Z,"{'referenceId': 2122313384, 'directorActivityHash': 2122313384, 'instanceId': '5875877948', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 4.0, 'displayValue': '4'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 4.0, 'displayValue': '4'}}, 'kills': {'statId': 'kills', 'basic': {'value': 36.0, 'displayValue': '36'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 40.0, 'displayValue': '40'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 10.0, 'displayValue': '10.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 9.0, 'displayValue': '9.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 9.5, 'displayValue': '9.50'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 1801.0, 'displayValue': '30m 1s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -2.4213618779552947e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 153.0, 'displayValue': '2m 33s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 914.0, 'displayValue': '15m 14s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 6.0, 'displayValue': '6'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-03-14T08:11:13Z,"{'referenceId': 2122313384, 'directorActivityHash': 2122313384, 'instanceId': '5875737015', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 139.0, 'displayValue': '139'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 19.0, 'displayValue': '19'}}, 'kills': {'statId': 'kills', 'basic': {'value': 381.0, 'displayValue': '381'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 520.0, 'displayValue': '520'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 27.36842105263158, 'displayValue': '27.37'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 20.05263157894737, 'displayValue': '20.05'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 23.710526315789473, 'displayValue': '23.71'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 6319.0, 'displayValue': '1h 45m'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -8.918446592367789e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 4.0, 'displayValue': '0m 4s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 6290.0, 'displayValue': '1h 44m'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 6.0, 'displayValue': '6'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-03-13T14:08:53Z,"{'referenceId': 548750096, 'directorActivityHash': 548750096, 'instanceId': '5869251816', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 14.0, 'displayValue': '14'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 5.0, 'displayValue': '5'}}, 'kills': {'statId': 'kills', 'basic': {'value': 35.0, 'displayValue': '35'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 49.0, 'displayValue': '49'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 9.8, 'displayValue': '9.80'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 7.0, 'displayValue': '7.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 8.4, 'displayValue': '8.40'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 2310.0, 'displayValue': '38m 30s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -7.285027127571764e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 3.0, 'displayValue': '0m 3s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 2250.0, 'displayValue': '37m 30s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 8.0, 'displayValue': '8'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-03-13T14:01:15Z,"{'referenceId': 2693136600, 'directorActivityHash': 2693136600, 'instanceId': '5869038852', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'kills': {'statId': 'kills', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 390.0, 'displayValue': '6m 30s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -7.285027127571764e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 4.0, 'displayValue': '0m 4s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 375.0, 'displayValue': '6m 15s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 6.0, 'displayValue': '6'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-03-13T13:49:17Z,"{'referenceId': 2693136600, 'directorActivityHash': 2693136600, 'instanceId': '5869003093', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'kills': {'statId': 'kills', 'basic': {'value': 6.0, 'displayValue': '6'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 7.0, 'displayValue': '7'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 7.0, 'displayValue': '7.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 6.0, 'displayValue': '6.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 6.5, 'displayValue': '6.50'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 720.0, 'displayValue': '12m 0s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -7.285027127571764e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 4.0, 'displayValue': '0m 4s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 701.0, 'displayValue': '11m 41s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 6.0, 'displayValue': '6'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-03-13T13:29:30Z,"{'referenceId': 2693136600, 'directorActivityHash': 2693136600, 'instanceId': '5868941849', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 7.0, 'displayValue': '7'}}, 'kills': {'statId': 'kills', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 1204.0, 'displayValue': '20m 4s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -7.285027127571764e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 3.0, 'displayValue': '0m 3s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 1169.0, 'displayValue': '19m 29s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-03-13T12:33:55Z,"{'referenceId': 2693136600, 'directorActivityHash': 2693136600, 'instanceId': '5868839548', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 40.0, 'displayValue': '40'}}, 'completed': {'statId': 'completed', 'basic': {'value': 1.0, 'displayValue': 'Yes'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 2.0, 'displayValue': '2'}}, 'kills': {'statId': 'kills', 'basic': {'value': 212.0, 'displayValue': '212'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 252.0, 'displayValue': '252'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 126.0, 'displayValue': '126.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 106.0, 'displayValue': '106.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 116.0, 'displayValue': '116.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 3240.0, 'displayValue': '54m 0s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 0.0, 'displayValue': 'Objective Completed'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -7.285027127571764e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 4.0, 'displayValue': '0m 4s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 3236.0, 'displayValue': '53m 56s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 6.0, 'displayValue': '6'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-03-11T04:37:27Z,"{'referenceId': 548750096, 'directorActivityHash': 548750096, 'instanceId': '5851913140', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 6.0, 'displayValue': '6'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 2.0, 'displayValue': '2'}}, 'kills': {'statId': 'kills', 'basic': {'value': 12.0, 'displayValue': '12'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 18.0, 'displayValue': '18'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 9.0, 'displayValue': '9.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 6.0, 'displayValue': '6.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 7.5, 'displayValue': '7.50'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 1083.0, 'displayValue': '18m 3s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 4.967871987489788e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 3.0, 'displayValue': '0m 3s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 1070.0, 'displayValue': '17m 50s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 9.0, 'displayValue': '9'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
