period,activityDetails,values
2020-02-20T17:20:31Z,"{'referenceId': 809170886, 'directorActivityHash': 809170886, 'instanceId': '5763868302', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 0}","{'assists': {'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'kills': {'statId': 'kills', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 780.0, 'displayValue': '13m 0s'}}, 'team': {'statId': 'team', 'basic': {'value': -1.0, 'displayValue': '-'}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 0.0, 'displayValue': ''}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 3.0, 'displayValue': '0m 3s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 44.0, 'displayValue': '0m 44s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 4.0, 'displayValue': '4'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-02-20T17:06:48Z,"{'referenceId': 809170886, 'directorActivityHash': 809170886, 'instanceId': '5763832767', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'kills': {'statId': 'kills', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 830.0, 'displayValue': '13m 50s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 2.6332465144898033e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 717.0, 'displayValue': '11m 57s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 85.0, 'displayValue': '1m 25s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 2.0, 'displayValue': '2'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-02-20T16:34:47Z,"{'referenceId': 3213556450, 'directorActivityHash': 3213556450, 'instanceId': '5763778640', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 14.0, 'displayValue': '14'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 4.0, 'displayValue': '4'}}, 'kills': {'statId': 'kills', 'basic': {'value': 78.0, 'displayValue': '78'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 92.0, 'displayValue': '92'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 23.0, 'displayValue': '23.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 19.5, 'displayValue': '19.50'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 21.25, 'displayValue': '21.25'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 1605.0, 'displayValue': '26m 45s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -8.422289723276785e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 45.0, 'displayValue': '0m 45s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 1512.0, 'displayValue': '25m 12s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 5.0, 'displayValue': '5'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-02-20T09:26:25Z,"{'referenceId': 2659723068, 'directorActivityHash': 2659723068, 'instanceId': '5762714167', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 35.0, 'displayValue': '35'}}, 'completed': {'statId': 'completed', 'basic': {'value': 1.0, 'displayValue': 'Yes'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 13.0, 'displayValue': '13'}}, 'kills': {'statId': 'kills', 'basic': {'value': 182.0, 'displayValue': '182'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 217.0, 'displayValue': '217'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 16.692307692307693, 'displayValue': '16.69'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 14.0, 'displayValue': '14.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 15.346153846153847, 'displayValue': '15.35'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 3868.0, 'displayValue': '1h 4m'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 0.0, 'displayValue': 'Objective Completed'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 6.607318271958241e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 0.0, 'displayValue': '0m 0s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 3868.0, 'displayValue': '1h 4m'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-02-20T08:03:53Z,"{'referenceId': 809170886, 'directorActivityHash': 809170886, 'instanceId': '5762525837', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 46.0, 'displayValue': '46'}}, 'completed': {'statId': 'completed', 'basic': {'value': 1.0, 'displayValue': 'Yes'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 17.0, 'displayValue': '17'}}, 'kills': {'statId': 'kills', 'basic': {'value': 271.0, 'displayValue': '271'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 317.0, 'displayValue': '317'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 18.647058823529413, 'displayValue': '18.65'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 15.941176470588236, 'displayValue': '15.94'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 17.294117647058822, 'displayValue': '17.29'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 3998.0, 'displayValue': '1h 6m'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 0.0, 'displayValue': 'Objective Completed'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 6.607318271958241e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 0.0, 'displayValue': '0m 0s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 3998.0, 'displayValue': '1h 6m'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 8.0, 'displayValue': '8'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-02-19T14:25:07Z,"{'referenceId': 2122313384, 'directorActivityHash': 2122313384, 'instanceId': '5759800726', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 234.0, 'displayValue': '234'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 32.0, 'displayValue': '32'}}, 'kills': {'statId': 'kills', 'basic': {'value': 597.0, 'displayValue': '597'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 831.0, 'displayValue': '831'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 25.96875, 'displayValue': '25.97'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 18.65625, 'displayValue': '18.66'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 22.3125, 'displayValue': '22.31'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 10509.0, 'displayValue': '2h 55m'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 5.88312511872639e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 78.0, 'displayValue': '1m 18s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 10410.0, 'displayValue': '2h 53m'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 8.0, 'displayValue': '8'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-02-19T09:06:18Z,"{'referenceId': 3333172150, 'directorActivityHash': 3333172150, 'instanceId': '5758353258', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 2.0, 'displayValue': '2'}}, 'kills': {'statId': 'kills', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 300.0, 'displayValue': '5m 0s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -1.6603814404849539e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 52.0, 'displayValue': '0m 52s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 226.0, 'displayValue': '3m 46s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 4.0, 'displayValue': '4'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-02-19T09:02:17Z,"{'referenceId': 3333172150, 'directorActivityHash': 3333172150, 'instanceId': '5758331817', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 0}","{'assists': {'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'kills': {'statId': 'kills', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 60.0, 'displayValue': '1m 0s'}}, 'team': {'statId': 'team', 'basic': {'value': -1.0, 'displayValue': '-'}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 0.0, 'displayValue': ''}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 0.0, 'displayValue': '0m 0s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 52.0, 'displayValue': '0m 52s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-02-18T17:39:14Z,"{'referenceId': 548750096, 'directorActivityHash': 548750096, 'instanceId': '5754880318', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 4.0, 'displayValue': '4'}}, 'kills': {'statId': 'kills', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 750.0, 'displayValue': '12m 30s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -7.434301719239721e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 42.0, 'displayValue': '0m 42s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 647.0, 'displayValue': '10m 47s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-02-18T16:54:33Z,"{'referenceId': 3333172150, 'directorActivityHash': 3333172150, 'instanceId': '5754605965', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 5.0, 'displayValue': '5'}}, 'kills': {'statId': 'kills', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 0.2, 'displayValue': '0.20'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 0.2, 'displayValue': '0.20'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 0.2, 'displayValue': '0.20'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 540.0, 'displayValue': '9m 0s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -4.237464151254273e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 4.0, 'displayValue': '0m 4s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 516.0, 'displayValue': '8m 36s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 2.0, 'displayValue': '2'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-02-18T15:20:21Z,"{'referenceId': 3333172150, 'directorActivityHash': 3333172150, 'instanceId': '5754289389', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'kills': {'statId': 'kills', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 390.0, 'displayValue': '6m 30s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -1.9826362540158925e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 0.0, 'displayValue': '0m 0s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 381.0, 'displayValue': '6m 21s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-02-18T07:39:01Z,"{'referenceId': 548750096, 'directorActivityHash': 548750096, 'instanceId': '5753010345', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'kills': {'statId': 'kills', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 1.0, 'displayValue': '1.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 0.5, 'displayValue': '0.50'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 210.0, 'displayValue': '3m 30s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -5.848115134393111e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 4.0, 'displayValue': '0m 4s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 187.0, 'displayValue': '3m 7s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 6.0, 'displayValue': '6'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-02-18T07:35:06Z,"{'referenceId': 3333172150, 'directorActivityHash': 3333172150, 'instanceId': '5753001565', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'kills': {'statId': 'kills', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 240.0, 'displayValue': '4m 0s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -5.848115134393111e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 2.0, 'displayValue': '0m 2s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 219.0, 'displayValue': '3m 39s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-02-17T16:58:12Z,"{'referenceId': 1661734046, 'directorActivityHash': 1661734046, 'instanceId': '5750127588', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 4.0, 'displayValue': '4'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'kills': {'statId': 'kills', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 5.0, 'displayValue': '5'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 5.0, 'displayValue': '5.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 1.0, 'displayValue': '1.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 3.0, 'displayValue': '3.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 570.0, 'displayValue': '9m 30s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 7.205900481250161e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 3.0, 'displayValue': '0m 3s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 527.0, 'displayValue': '8m 47s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 6.0, 'displayValue': '6'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
