activityTags,actors,business,categoryid,categoryname,cityid,cityname,couponTags,description,id,imgurl,isAtmospheric,iseticket,isgeneralagent,issuperticket,isxuanzuo,name,nameNoHtml,price,price_str,pricehigh,privilegeTags,projectid,promotionTags,showstatus,showtag,showtime,sitestatus,subcategoryid,subcategoryname,subhead,venue,venuecity,venueid,verticalPic,favourable
[],,0,7,展览休闲,852,北京,[],,1_1_646941467866,-2120519914,False,0,1,0,0,【亲子游学】朕的颐和园—皇家生活体验系列,【亲子游学】朕的颐和园—皇家生活体验系列,100.0,100-328,328.0,[],646941467866,[],售票中,,2021.07.03-09.26,3,39,特色体验,,颐和园,北京,2610006,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01bxJuLZ2GdSK83dylm_!!2-item_pic.png,
[],,0,7,展览休闲,852,北京,[],,1_1_638572752628,2090760230,False,0,1,0,0,动物博物馆探秘之《物种起源之旅》,动物博物馆探秘之《物种起源之旅》,100.0,100-298,298.0,[],638572752628,[],售票中,,2021.07.03-07.31,3,39,特色体验,,国家动物博物馆,北京,1520020,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01hDrFAL2GdSIzml97L_!!0-item_pic.jpg,
[],,0,0,儿童亲子,852,北京,[],,1_1_605673674531,1761769449,False,0,1,0,0,【亲子】肯德基小厨师—探秘KFC后厨，DIY美味汉堡,【亲子】肯德基小厨师—探秘KFC后厨，DIY美味汉堡,68.0,68,68.0,[],605673674531,[],售票中,,2021.07.04-07.25,3,0,,,肯德基(翠城永辉店),北京,2349005,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01imkMwL2GdSCsv2i1C_!!0-item_pic.jpg,
[],,0,0,儿童亲子,852,北京,[],,1_1_645795510587,-2131979487,False,0,0,0,0,中国儿童艺术剧院 肢体动漫剧《三个和尚》,中国儿童艺术剧院 肢体动漫剧《三个和尚》,100.0,100-150,150.0,[],645795510587,[],售票中,,2021.08.14-08.15,3,0,,,中国儿童剧场-假日经典小剧场,北京,46,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01kkxeuP2GdSK6PNEUQ_!!0-item_pic.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_622865944571,1933692149,False,0,1,0,0,【8.8元团】抢原价168元户外马术课，体验纯正优雅的英式马术,【8.8元团】抢原价168元户外马术课，体验纯正优雅的英式马术,8.8,8.8,8.8,[],622865944571,[],售票中,,2021.05.21-09.30,3,39,特色体验,,好骑士嘉豪马术俱乐部,北京,1947008,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01RZ4QVw2GdSFq84I89_!!2251059038.jpg,
[],,0,0,儿童亲子,852,北京,[],,1_1_642825787830,2133290582,False,0,1,0,1,北京童艺荣誉出品—大型童话剧《木偶奇遇记》,北京童艺荣誉出品—大型童话剧《木偶奇遇记》,50.0,50-360,360.0,[],642825787830,[],售票中,,2021.07.31 周六,3,0,,,红剧场,北京,126,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01d3CVHt2GdSJdAH6lq_!!2251059038.jpg,
[],,0,0,儿童亲子,852,北京,[],,1_1_645052884176,-2139405751,False,0,0,0,0,第十届中国儿童戏剧节 音乐动画故事会《小雨姐姐的音乐动画故事会》,第十届中国儿童戏剧节 音乐动画故事会《小雨姐姐的音乐动画故事会》,100.0,100-150,150.0,[],645052884176,[],售票中,,2021.08.01 周日 14:00,3,0,,,中国儿童剧场-假日经典小剧场,北京,46,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01jp3M392GdSK5OH2SI_!!2251059038.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_601688128454,1721913988,False,0,1,0,0,【必胜客小厨师】带娃去必胜客亲手做Pizza，宝贝玩的超开心！,【必胜客小厨师】带娃去必胜客亲手做Pizza，宝贝玩的超开心！,198.0,198,198.0,[],601688128454,[],售票中,,2021.07.10-07.31,3,39,特色体验,,必胜客(五棵松桥店),北京,2212002,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01H4xh1H2GdSCNbOnqu_!!0-item_pic.jpg,
[],,0,0,儿童亲子,852,北京,[],,1_1_645797838321,-2131956209,False,0,0,0,0,第十届中国儿童戏剧节 原创话剧《英雄·海力布》,第十届中国儿童戏剧节 原创话剧《英雄·海力布》,50.0,50-1040,1040.0,[],645797838321,[],售票中,,2021.07.31-08.01,3,0,,,中国儿童剧场,北京,58,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01zx8iWR2GdSKC3loJK_!!2251059038.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_643720466794,2142237371,False,0,1,0,0,密室逃脱VR-有家嗨店,密室逃脱VR-有家嗨店,68.0,68,68.0,[],643720466794,[],售票中,,2021.04.29-12.31,3,39,特色体验,,有家嗨店VR-金源新燕莎店,北京,3150001,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01OOpvaL2GdSJoJxryI_!!0-item_pic.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_643223290717,2137265611,False,0,1,0,0,带娃研学学知识-【北海篇】之五朝皇帝都爱的避暑之地,带娃研学学知识-【北海篇】之五朝皇帝都爱的避暑之地,58.0,58-258,258.0,[],643223290717,[],售票中,,2021.07.17-07.23,3,39,特色体验,,北海公园,北京,3047001,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01WjFLNu2GdSJk8cW1Y_!!2251059038.png,
[],,0,7,展览休闲,852,北京,[],,1_1_639641977835,2101452482,False,0,1,0,0,探寻中国古建筑之美“解密600春秋天坛之谜”,探寻中国古建筑之美“解密600春秋天坛之谜”,100.0,100-298,298.0,[],639641977835,[],售票中,,2021.07.03-07.25,3,39,特色体验,,天坛公园,北京,2602005,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01OcbeSb2GdSJ7s8LzN_!!0-item_pic.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_642489970099,2129932404,False,0,1,0,0,带娃研学学知识-【颐和园篇】之皇帝送给妈妈的礼物,带娃研学学知识-【颐和园篇】之皇帝送给妈妈的礼物,58.0,58-258,258.0,[],642489970099,[],售票中,,2021.07.11-07.30,3,39,特色体验,,颐和园,北京,2610006,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01jmlkQc2GdSJQesXhh_!!2-item_pic.png,
[],,0,0,儿童亲子,852,北京,[],,1_1_646145151670,-2128483076,False,0,0,0,0,第十届中国儿童戏剧节 妙想儿童剧《抓马西湖》,第十届中国儿童戏剧节 妙想儿童剧《抓马西湖》,100.0,100-150,150.0,[],646145151670,[],售票中,,2021.07.31 周六,3,0,,,中国儿童剧场-假日经典小剧场,北京,46,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01HtC3Sy2GdSJwBiVGw_!!2251059038.jpg,
[],,0,0,儿童亲子,852,北京,[],,1_1_608575009626,1790782800,False,0,1,0,0,【仅49.9元】我是小小创造家！感受木工与科技的完美融合，童年不忘初心！,【仅49.9元】我是小小创造家！感受木工与科技的完美融合，童年不忘初心！,49.9,49.9,49.9,[],608575009626,[],售票中,,2021.05.21-09.30,3,0,,,techplay钛客实验室(金源校区),北京,2519007,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01k2GtFp2GdSDWMnh6T_!!0-item_pic.jpg,
[],,0,6,体育,852,北京,[],,1_1_643799514703,2143027851,False,0,1,0,0,万国群星足球培训课（新生体验课）,万国群星足球培训课（新生体验课）,9.9,9.9,9.9,[],643799514703,[],售票中,,2021.04.30-12.31,3,33,球类运动,,大麦网北京站,北京,60934,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01cRqLGW2GdSJskRF5s_!!0-item_pic.jpg,
[],,0,2,音乐会,852,北京,[],,1_1_644260662283,-2147327970,False,0,1,0,1,不忘初心——经典名曲交响音乐会,不忘初心——经典名曲交响音乐会,100.0,100-580,580.0,[],644260662283,[],售票中,,2021.09.10 周五 19:30,3,18,其他,,北京剧院,北京,198,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01nntkqB2GdSJonVX4f_!!2251059038.jpg,
[],,0,0,儿童亲子,852,北京,[],,1_1_645012960656,-2139804986,False,0,0,0,0,第十届中国儿童戏剧节 木偶肢体剧《小兵张嘎·幻想曲》,第十届中国儿童戏剧节 木偶肢体剧《小兵张嘎·幻想曲》,100.0,100-150,150.0,[],645012960656,[],售票中,,2021.07.24-07.25,3,0,,,中国儿童剧场-假日经典小剧场,北京,46,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01WolXwB2GdSK1wdLDK_!!2251059038.jpg,
[],,0,0,儿童亲子,852,北京,[],,1_1_645067152032,-2139263072,False,0,0,0,0,第十届中国儿童戏剧节 大型原创木偶剧《红军的战马》,第十届中国儿童戏剧节 大型原创木偶剧《红军的战马》,100.0,100-150,150.0,[],645067152032,[],售票中,,2021.08.07-08.08,3,0,,,中国儿童剧场-假日经典小剧场,北京,46,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01iwhVga2GdSK8rL9Te_!!2251059038.jpg,
[],,0,2,音乐会,852,北京,[],,1_1_645329281901,-2136641773,False,0,1,0,1,古典启蒙亲子音乐会《莫扎特印象》,古典启蒙亲子音乐会《莫扎特印象》,80.0,80-969,969.0,[],645329281901,[],售票中,,2021.08.08 周日,3,18,其他,,世纪剧院-小剧场,北京,1316,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01E9Bwcx2GdSK7oX5qj_!!2-item_pic.png,
[],,0,7,展览休闲,852,北京,[],,1_1_634167737749,2046710081,False,0,1,0,0,单霁翔院长推荐［发现·北京中轴线］数字沉浸展,单霁翔院长推荐［发现·北京中轴线］数字沉浸展,80.0,80-210,210.0,[],634167737749,[],售票中,,2021.02.14-08.22,3,38,展会,,RE睿·国际创忆馆,北京,2775007,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01NP1lwF2GdSHsvNeAW_!!2251059038.jpg,
[],,0,0,儿童亲子,852,北京,[],,1_1_610537255317,1810405257,False,0,1,0,0,【天坛亲子研学营】探寻中国古建筑之美，带你走进不一样的天坛！,【天坛亲子研学营】探寻中国古建筑之美，带你走进不一样的天坛！,58.0,58-258,258.0,[],610537255317,[],售票中,,2021.07.03-07.29,3,0,,,天坛公园,北京,2602005,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01FG3pOA2GdSGQkI2XU_!!0-item_pic.jpg,
[],,0,0,儿童亲子,852,北京,[],,1_1_606923829081,1774270994,False,0,1,0,0,【儿童橄榄球】59元抢原价999元橄榄球3节正式课！外教教学！送橄榄球！,【儿童橄榄球】59元抢原价999元橄榄球3节正式课！外教教学！送橄榄球！,59.0,59,59.0,[],606923829081,[],售票中,,2021.05.21-09.30,3,0,,,首都体育学院,北京,2448001,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01Ass3yk2GdSDBU0PjS_!!0-item_pic.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_644669515275,-2143239440,False,0,0,0,0,【北京INX戏精学院】实景游戏体验《冷宫·半柱香》宫廷秘史，凄婉恐怖,【北京INX戏精学院】实景游戏体验《冷宫·半柱香》宫廷秘史，凄婉恐怖,298.0,298,298.0,[],644669515275,[],售票中,,2021.05.07-2022.05.07,3,39,特色体验,,INX戏精学院·沉浸式演剧场·宫,北京,2893025,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01NQ0WJe2GdSJx9QLXN_!!2-item_pic.png,
[],,0,0,儿童亲子,852,北京,[],,1_1_643878902169,2143821725,False,0,0,0,1,“指尖童话梦”——音乐教育家沈璐博士音乐会,“指尖童话梦”——音乐教育家沈璐博士音乐会,58.0,58-158,158.0,[],643878902169,[],售票中,,2021.07.17 周六 19:30,3,0,,,国图艺术中心,北京,210,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01m4qIAZ2GdSKe65IVK_!!2251059038.png,
[],,0,0,儿童亲子,852,北京,[],,1_1_612872488617,1833757590,False,0,1,0,0,乐卓爱探奇乐园,乐卓爱探奇乐园,178.0,178-348,348.0,[],612872488617,[],售票中,,2020.03.10-2021.12.31,3,0,,,乐卓爱探奇乐园,北京,92016,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01cpbeLt2GdSEAFHzF6_!!2251059038.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_642820959429,2133242298,False,0,1,0,0,带娃研学学知识-【圆明园篇】之失落的皇家园林,带娃研学学知识-【圆明园篇】之失落的皇家园林,58.0,58-258,258.0,[],642820959429,[],售票中,,2021.07.16-07.21,3,39,特色体验,,圆明园遗址公园南门,北京,3015006,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01GmaNHr2GdSJek2wue_!!2251059038.png,
[],,0,0,儿童亲子,852,北京,[],,1_1_610701090050,1812043604,False,0,1,0,0,【颐和园亲子研学】逛皇家园林，看乾隆送给妈妈的美丽花园！,【颐和园亲子研学】逛皇家园林，看乾隆送给妈妈的美丽花园！,58.0,58-258,258.0,[],610701090050,[],售票中,,2021.07.11-07.30,3,0,,,颐和园,北京,2610006,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01LLZXVu2GdSGd1fG6T_!!0-item_pic.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_643630522389,2141337927,False,0,0,0,0,【北京INX戏精学院】实景游戏体验《恶人谷·鸿鹄归》梦回侠义江湖,【北京INX戏精学院】实景游戏体验《恶人谷·鸿鹄归》梦回侠义江湖,428.0,428,428.0,[],643630522389,[],售票中,,2021.04.27-2022.04.27,3,39,特色体验,,INX戏精学院演剧场·江湖,北京,2124017,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01SBPDwA2GdSJnjrgCx_!!2251059038.png,
[],,0,5,曲苑杂坛,852,北京,[],,1_1_643282693710,2137859641,False,0,0,0,0,【北京INX戏精学院】实景游戏体验《皇都·沁血玉》来做一回爽文主角,【北京INX戏精学院】实景游戏体验《皇都·沁血玉》来做一回爽文主角,398.0,398,398.0,[],643282693710,[],售票中,,2021.05.07-2022.04.27,3,31,戏曲,,INX戏精学院·沉浸式演剧场·宫,北京,2893025,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01v1Ujhc2GdSJnK0mPE_!!2251059038.png,
[],,0,7,展览休闲,852,北京,[],,1_1_642097470987,2126007413,False,0,1,0,0,故宫时间管理训练营,故宫时间管理训练营,498.0,498,498.0,[],642097470987,[],售票中,,2021.04.08-12.31,3,39,特色体验,,故宫,北京,3003001,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01akmapm2GdSJfq16qI_!!2251059038.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_606620472340,1771237427,False,0,1,0,0,【儿童围棋】59元抢真朴围棋4课时亲子课，20家校区可选！,【儿童围棋】59元抢真朴围棋4课时亲子课，20家校区可选！,59.0,59,59.0,[],606620472340,[],售票中,,2021.05.21-09.30,3,39,特色体验,,蓝色港湾,北京,826008,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01JVmb8v2GdSDAwYdVY_!!0-item_pic.jpg,
[],,0,0,儿童亲子,852,北京,[],,1_1_607099866100,1776031365,False,0,1,0,0,【儿童网球】39元玩转网球，赛事级专业场地，让娃感受网球的快乐,【儿童网球】39元玩转网球，赛事级专业场地，让娃感受网球的快乐,39.0,39,39.0,[],607099866100,[],售票中,,2021.05.21-09.30,3,0,,,国家网球中心,北京,931,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01dHgfaR2GdSD9OWPJD_!!0-item_pic.jpg,
[],,0,2,音乐会,852,北京,[],,1_1_643443168345,2139464387,False,0,1,0,1,古典启蒙亲子音乐会《疯狂贝多芬》,古典启蒙亲子音乐会《疯狂贝多芬》,80.0,80-912,912.0,[],643443168345,[],售票中,,2021.11.13 周六,3,18,其他,,保利国际影城(天安门店)8号厅,北京,2909001,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01s6MQnr2GdSKNK5iMO_!!2251059038.png,
[],,0,7,展览休闲,852,北京,[],,1_1_642489486675,2129927570,False,0,1,0,0,带娃研学学知识-【天坛篇】之天圆地方的传说,带娃研学学知识-【天坛篇】之天圆地方的传说,58.0,58-258,258.0,[],642489486675,[],售票中,,2021.07.03-07.29,3,39,特色体验,,天坛公园,北京,2602005,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01BEe9yg2GdSJe6NXb6_!!2-item_pic.png,
[],,0,6,体育,852,北京,[],,1_1_636126365101,2066296355,False,0,0,0,0,万国体育（酒仙桥击剑中心）,万国体育（酒仙桥击剑中心）,9.9,9.9-300,300.0,[],636126365101,[],售票中,,2021.01.13-12.10,3,207,其他,,酒仙桥击剑中心,北京,2827022,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01MCUVSd2GdSIU8iXNH_!!2251059038.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_587180983614,1576842540,False,0,1,0,0,海洋馆小小讲解员—亲密接触海洋生物，亲自讲给大家听！,海洋馆小小讲解员—亲密接触海洋生物，亲自讲给大家听！,348.0,348,348.0,[],587180983614,[],售票中,,2021.07.25 周日,3,39,特色体验,,太平洋海底世界,北京,1071,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01WfuYxU2GdS8aTlo2b_!!0-item_pic.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_639021375184,2095246455,False,0,1,0,0,《隐藏内奸/反转剧情》式体验《小恶魔的复仇》一场智慧与胆识的较量！【暴风岛密室原创】,《隐藏内奸/反转剧情》式体验《小恶魔的复仇》一场智慧与胆识的较量！【暴风岛密室原创】,298.0,298,298.0,[],639021375184,[],售票中,,2021.02.25-12.31,3,39,特色体验,,北京市朝阳区安慧北里逸园28号商务楼B1(工商银行对面),北京,2888004,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01pxosM92GdSItaKMFq_!!0-item_pic.jpg,
[],,0,0,儿童亲子,852,北京,[],,1_1_643527029562,2140302999,False,0,0,0,1,原创亲子舞台剧《咘噜咘噜之我是千里眼》,原创亲子舞台剧《咘噜咘噜之我是千里眼》,58.0,58-158,158.0,[],643527029562,[],售票中,,2021.08.15 周日 19:30,3,0,,,国图艺术中心,北京,210,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01waVWcg2GdSJr6cNpX_!!2251059038.png,
[],,0,7,展览休闲,852,北京,[],,1_1_642454424612,2129576950,False,0,1,0,0,【溜娃get新技能】含骑乘45分钟，让孩子做小小“马语者”,【溜娃get新技能】含骑乘45分钟，让孩子做小小“马语者”,298.0,298,298.0,[],642454424612,[],售票中,,2021.07.01-09.30,3,39,特色体验,,好骑士嘉豪马术俱乐部,北京,1947008,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01PYsRD02GdSJjqMI8f_!!2-item_pic.png,
[],,0,7,展览休闲,852,北京,[],,1_1_632795626277,2032988966,False,0,1,0,0,【圆明园亲子游】探访失落的皇家园林，感受历史的足迹！,【圆明园亲子游】探访失落的皇家园林，感受历史的足迹！,58.0,58-258,258.0,[],632795626277,[],售票中,,2021.07.16-07.21,3,39,特色体验,,圆明园遗址公园,北京,55386,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01ytG5oY2GdSHVwXNSb_!!2251059038.png,
[],,0,0,儿童亲子,852,北京,[],,1_1_608628673562,1791319439,False,0,1,0,0,马术上的童年,马术上的童年,288.0,288,288.0,[],608628673562,[],售票中,,2021.01.05-12.31,3,0,,,好骑士嘉豪马术俱乐部,北京,1947008,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01kewVYH2GdSJCkSs8f_!!0-item_pic.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_626113739650,1966170100,False,0,1,0,0,Little big city大城小像北京,Little big city大城小像北京,75.0,75-310,310.0,[],626113739650,[],售票中,,2020.08.22-2021.12.31,3,38,展会,,Little BIG City 大城小像·北京,北京,2773007,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01deL7NA2GdSGETEsOd_!!2251059038.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_638690822325,2091940927,False,0,1,0,0,电影式微恐实景体验！沉浸式互动剧《白雾剧院》【暴风岛密室原创】,电影式微恐实景体验！沉浸式互动剧《白雾剧院》【暴风岛密室原创】,396.0,396,396.0,[],638690822325,[],售票中,,2021.02.25-12.31,3,39,特色体验,,北京市朝阳区高井村甲8号红星美凯龙B2层暴风岛,北京,2878003,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01ckdDyX2GdSIsErA5J_!!0-item_pic.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_637992732998,2084960033,False,0,1,0,0,多主线/多重命运选择/多结局《起源》！＜17个影视级场景＞和＜剧情完美结合＞的沉浸式密室互动体验！【暴风岛密室原创】,多主线/多重命运选择/多结局《起源》！＜17个影视级场景＞和＜剧情完美结合＞的沉浸式密室互动体验！【暴风岛密室原创】,426.0,426,426.0,[],637992732998,[],售票中,,2021.02.25-12.31,3,39,特色体验,,北京市朝阳区高井村甲8号红星美凯龙B2层暴风岛,北京,2878003,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01B4ScMj2GdSJ7VsbK0_!!0-item_pic.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_638692474454,2091957448,False,0,1,0,0,交互式沉浸剧场/喜剧/西部牛仔元素《绝逗野马镇》欢乐来袭！【暴风岛密室原创】,交互式沉浸剧场/喜剧/西部牛仔元素《绝逗野马镇》欢乐来袭！【暴风岛密室原创】,398.0,398,398.0,[],638692474454,[],售票中,,2021.02.25-12.31,3,39,特色体验,,北京市朝阳区高井村甲8号红星美凯龙B2层暴风岛,北京,2878003,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01Waf4HF2GdSIqqdLxI_!!0-item_pic.jpg,
[],,0,0,儿童亲子,852,北京,[],,1_1_607148082560,1776513529,False,0,1,0,0,【5折】小骑士召集令—体验马术的乐趣，颁发小骑士证书！,【5折】小骑士召集令—体验马术的乐趣，颁发小骑士证书！,99.0,99,99.0,[],607148082560,[],售票中,,2021.05.21-09.30,3,0,,,月河湾马术俱乐部,北京,2467001,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01l8og8C2GdSD24XoxP_!!0-item_pic.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_640876365575,2113796359,False,0,1,0,0,【小小发明家】制作“无线翻转七彩小夜灯”，亲子黑科技！,【小小发明家】制作“无线翻转七彩小夜灯”，亲子黑科技！,198.0,198,198.0,[],640876365575,[],售票中,,2021.05.21-09.30,3,39,特色体验,,世纪金源购物中心6层钛客实验室,北京,2623001,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01wKqAvm2GdSJHpJdXc_!!2251059038.png,
[],,0,3,话剧歌剧,852,北京,[],,1_1_631701387235,2022046576,False,0,1,0,0,中文原创音乐剧《灵魂摆渡之永生》限量联名首饰,中文原创音乐剧《灵魂摆渡之永生》限量联名首饰,496.0,496-996,996.0,[],631701387235,[],售票中,,2020.11.07-2021.10.31,3,22,音乐剧,,天桥艺术中心-大剧场,北京,59432,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01Q1d5842GdSHFNoeP8_!!2251059038.jpg,
[],,0,0,儿童亲子,852,北京,[],,1_1_589650026833,1601532972,False,0,1,0,0,【亲子游泳】1折抢！给天性爱水的宝宝一场甜蜜“约会”,【亲子游泳】1折抢！给天性爱水的宝宝一场甜蜜“约会”,78.0,78-138,138.0,[],589650026833,[],售票中,,2021.06.03-09.30,3,0,,,湾会高尔夫俱乐部,北京,1467033,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01gbpsjE2GdSBuu8SOh_!!0-item_pic.jpg,
[],,0,1,演唱会,852,北京,[],,1_1_649032938534,-2099605207,False,0,0,0,0,「YEAH!!KPOP VOL.1」夜猫KPOP ALL NIGHT,「YEAH!!KPOP VOL.1」夜猫KPOP ALL NIGHT,88.0,88-150,150.0,[],649032938534,[],售票中,,2021.07.02-07.03,3,48,livehouse,,MAO Livehouse北京,北京,92428,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01Yg63hb2GdSKRQry16_!!2251059038.png,
[],艺人：Melo谢宇杰、PSY.P,0,1,演唱会,852,北京,[],艺人：Melo谢宇杰、PSY.P,1_1_649710787129,-2092826721,False,0,1,0,0,【MELO & PSY.P】MVP 2021全国巡演-北京站,【MELO & PSY.P】MVP 2021全国巡演-北京站,220.0,220-450,450.0,[],649710787129,[],售票中,,2021.07.18 周日 20:00,3,48,livehouse,,疆进酒·OMNI SPACE,北京,81595,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01EmzTF92GdSKUgRyEk_!!2251059038.jpg,
[],,0,3,话剧歌剧,852,北京,[],,1_1_649545447405,-2094480118,False,0,0,0,1,首部合家欢推理探案音乐剧《神探艾小坡》,首部合家欢推理探案音乐剧《神探艾小坡》,99.0,99-1260,1260.0,[],649545447405,[],售票中,,2021.08.06-08.08,3,22,音乐剧,,天桥艺术中心-中剧场,北京,59981,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01GKEcTS2GdSKR6Hs72_!!2251059038.jpg,
[],,0,5,曲苑杂坛,852,北京,[],,1_1_648713089023,-2102803702,False,0,1,0,1,【天降喜剧】西单欢乐脱口秀爆笑演出,【天降喜剧】西单欢乐脱口秀爆笑演出,0.0,价格待定,10000000.0,[],648713089023,[],售票中,,时间待定,14,32,其他,,魅现场,北京,2882003,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01PGTDJy2GdSKUjVAe7_!!2251059038.jpg,
[],,0,2,音乐会,852,北京,[],,1_1_648928877965,-2100645813,False,0,1,0,1,《星河旅馆》 金承志与上海彩虹室内合唱团 2021演出季北京音乐会,《星河旅馆》 金承志与上海彩虹室内合唱团 2021演出季北京音乐会,180.0,180-1080,1080.0,[],648928877965,[],售票中,,2021.07.10-07.11,3,18,其他,,北京音乐厅,北京,12,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01exSGuq2GdSKWElJbp_!!2251059038.jpg,
[],,0,3,话剧歌剧,852,北京,[],,1_1_648053350037,-2109401092,False,0,1,0,1,中国国家话剧院演出 话剧《红色的起点》,中国国家话剧院演出 话剧《红色的起点》,100.0,100-380,380.0,[],648053350037,[],售票中,,2021.07.02-07.11,3,19,话剧,,国家话剧院-剧场,北京,53360,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01auhURT2GdSKM09SV0_!!2251059038.jpg,
